,SK_ID_CURR,CREDIT_ACTIVE,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE
18008,325114,Closed,-2446,0,-2171.0,-2200.0,0,155478.78,0.0,0.0,0.0,Consumer credit,-2200
18010,325114,Active,-1789,0,713.0,,0,135000.0,13554.18,436445.82,0.0,Credit card,-490
18024,140787,Closed,-2170,0,-1867.0,-2107.0,0,53955.0,0.0,0.0,0.0,Consumer credit,-2107
18026,196009,Active,-2666,0,-1540.0,,0,225000.0,0.0,0.0,0.0,Credit card,-626
18028,196009,Closed,-1656,0,-926.0,-1323.0,0,540000.0,0.0,0.0,0.0,Consumer credit,-911
18031,196009,Active,-1501,0,324.0,,0,450000.0,83610.0,0.0,0.0,Consumer credit,-27
18032,196009,Active,-791,0,323.0,,0,243000.0,247162.5,0.0,0.0,Credit card,-26
18033,196009,Active,-930,0,450.0,,0,1766835.0,487984.5,0.0,0.0,Consumer credit,-43
18038,208579,Closed,-1518,0,-422.0,-424.0,0,148905.0,96156.0,,0.0,Consumer credit,-424
18039,208579,Active,-362,0,3.0,,0,146250.0,,,0.0,Consumer credit,-23
18041,291030,Closed,-573,0,-208.0,-510.0,0,70110.0,0.0,0.0,0.0,Consumer credit,-509
18051,209624,Active,-132,0,1694.0,,0,956403.0,933075.0,0.0,0.0,Consumer credit,-6
18056,401658,Closed,-703,0,1123.0,-235.0,0,3154500.0,0.0,0.0,0.0,Consumer credit,-221
18060,435424,Closed,-2900,0,-2688.0,-2699.0,0,34002.0,0.0,0.0,0.0,Consumer credit,-2687
18062,435424,Closed,-1911,0,-809.0,-1567.0,0,18000.0,0.0,0.0,0.0,Credit card,-1567
18063,435424,Active,-915,0,805.0,,0,0.0,0.0,0.0,0.0,Credit card,-612
18064,435424,Closed,-508,0,-386.0,-415.0,0,25193.475,0.0,0.0,0.0,Consumer credit,-415
18069,435424,Closed,-318,0,-257.0,-257.0,0,33845.58,0.0,0.0,0.0,Consumer credit,-253
18071,435424,Active,-13,0,291.0,,0,72355.5,72355.5,0.0,0.0,Consumer credit,-10
18072,316385,Closed,-1962,0,-1839.0,-1813.0,0,70578.0,0.0,0.0,0.0,Consumer credit,-721
18073,316385,Closed,-1961,0,-1839.0,-1844.0,0,70578.0,0.0,,0.0,Consumer credit,-1807
18075,316385,Closed,-510,0,-114.0,-143.0,0,169294.5,0.0,0.0,0.0,Consumer credit,-143
18076,172823,Closed,-652,0,-440.0,-469.0,0,47250.0,0.0,0.0,0.0,Consumer credit,-469
18081,147780,Closed,-1068,0,-702.0,-763.0,0,90000.0,0.0,0.0,0.0,Consumer credit,-762
18082,147780,Closed,-1518,0,-787.0,-1091.0,0,315000.0,0.0,0.0,0.0,Consumer credit,-1091
18083,147780,Closed,-1764,0,-1399.0,-1613.0,0,90000.0,0.0,0.0,0.0,Consumer credit,-1612
18084,147780,Active,-1518,0,308.0,,0,85500.0,24997.5,0.0,0.0,Consumer credit,-35
18089,230643,Closed,-724,0,-420.0,-420.0,0,95175.0,0.0,0.0,0.0,Consumer credit,-416
18090,375155,Closed,-2105,0,-1862.0,-1844.0,0,43051.5,0.0,0.0,0.0,Consumer credit,-721
18091,375155,Closed,-2635,0,-2329.0,-2301.0,0,40045.5,0.0,0.0,0.0,Consumer credit,-782
18093,375155,Closed,-2579,0,-2289.0,-2289.0,0,80100.0,0.0,,0.0,Credit card,-722
18096,305400,Active,-303,0,245.0,,0,108256.5,65790.0,,0.0,Consumer credit,-15
18097,305400,Closed,-2275,0,-1971.0,-1970.0,0,52546.5,,,0.0,Consumer credit,-1966
18106,187359,Active,-823,0,,,0,45000.0,0.0,,0.0,Credit card,-778
18108,187359,Closed,-1188,0,-852.0,-852.0,0,24558.84,0.0,0.0,0.0,Consumer credit,-755
18110,392721,Closed,-2536,0,-2323.0,-2352.0,0,20691.63,0.0,0.0,0.0,Consumer credit,-2352
18115,203077,Closed,-519,0,-397.0,-391.0,0,38655.0,0.0,0.0,0.0,Consumer credit,-390
18117,253134,Closed,-348,0,-226.0,-256.0,0,40441.5,0.0,0.0,0.0,Consumer credit,-27
18118,253134,Closed,-1002,0,-819.0,-818.0,0,51030.0,0.0,0.0,0.0,Consumer credit,-818
18120,253134,Closed,-2103,0,-1922.0,-1610.0,0,32400.0,0.0,0.0,0.0,Consumer credit,-1479
18123,253134,Closed,-1967,0,-1927.0,-1927.0,0,21600.0,,,0.0,Credit card,-1927
18133,253134,Active,-909,0,190.0,,0,45000.0,40747.5,,0.0,Credit card,-3
18135,253134,Closed,-678,0,-553.0,-616.0,0,25875.0,0.0,0.0,0.0,Consumer credit,-616
18139,423185,Closed,-2502,0,-2379.0,-2439.0,0,19492.38,0.0,0.0,0.0,Consumer credit,-2439
18145,437691,Active,-354,0,407.0,,0,598500.0,234117.0,0.0,0.0,Consumer credit,-27
18147,205499,Active,-240,0,126.0,,0,71973.0,33741.0,,0.0,Consumer credit,-15
18148,119894,Closed,-2637,0,-2558.0,-2558.0,0,405000.0,0.0,,0.0,Consumer credit,-2555
18149,119894,Closed,-2699,0,-2333.0,-2460.0,0,166500.0,,,0.0,Consumer credit,-2460
18154,119894,Closed,-2714,0,-888.0,-1180.0,0,1782000.0,,,0.0,Consumer credit,-1180
18156,119894,Closed,-2155,0,-329.0,-1116.0,0,866700.0,,,0.0,Consumer credit,-1116
18157,119894,Closed,-1581,0,9377.0,-75.0,0,0.0,,,0.0,Credit card,-75
18160,119894,Closed,-700,0,-434.0,-366.0,0,2250000.0,0.0,0.0,0.0,Consumer credit,-366
18161,119894,Active,-433,0,602.0,,0,4459500.0,2892081.555,0.0,0.0,Consumer credit,-7
18163,373038,Closed,-2665,0,-2512.0,-2512.0,0,68728.5,0.0,,0.0,Consumer credit,-2510
18164,373038,Closed,-259,0,-78.0,-78.0,0,216000.0,0.0,0.0,0.0,Consumer credit,-72
18165,414108,Active,-1155,0,-78.0,,0,270000.0,198909.0,0.0,0.0,Credit card,-87
18169,148699,Closed,-1202,0,-993.0,-993.0,0,159385.5,,,0.0,Consumer credit,-993
18171,148699,Closed,-2458,0,-1362.0,-1355.0,0,150957.0,0.0,0.0,0.0,Consumer credit,-1355
18172,148699,Closed,-699,0,-306.0,-306.0,0,149336.28,0.0,0.0,0.0,Consumer credit,-306
18179,149876,Active,-414,0,2143.0,,0,2181816.0,,,0.0,Consumer credit,-18
18180,149876,Closed,-493,0,-414.0,-414.0,0,112263.66,0.0,0.0,0.0,Consumer credit,-414
18183,319711,Closed,-1169,0,-73.0,-497.0,0,211500.0,0.0,0.0,0.0,Credit card,-493
18187,319711,Active,-467,0,1359.0,,0,2025000.0,311670.0,0.0,0.0,Consumer credit,-38
18191,319711,Closed,-2108,0,-1743.0,-1798.0,0,160614.0,0.0,,0.0,Consumer credit,-1798
18192,319711,Closed,-1760,0,-1639.0,-1639.0,0,49788.0,0.0,,0.0,Consumer credit,-1639
18193,319711,Closed,-1477,0,-1296.0,-1366.0,0,179802.0,0.0,,0.0,Consumer credit,-1366
18196,199508,Closed,-1412,0,-1047.0,-1197.0,0,183897.0,0.0,0.0,0.0,Consumer credit,-1197
18200,199508,Active,-740,0,,,0,450000.0,,,0.0,Credit card,-17
18201,199508,Active,-48,0,1413.0,,0,835380.0,,,0.0,Consumer credit,-10
18203,387209,Active,-1104,0,31039.0,,0,391500.0,0.0,0.0,0.0,Consumer credit,-435
18206,387209,Closed,-2269,0,-2090.0,-2119.0,0,20110.5,,,0.0,Credit card,-2119
18208,387209,Closed,-1289,0,-1261.0,-1261.0,0,32863.5,,,0.0,Consumer credit,-1261
18211,387209,Closed,-2529,0,-2163.0,-2332.0,0,191718.0,0.0,,0.0,Consumer credit,-2330
18212,387209,Closed,-2870,0,-2689.0,-2689.0,0,57109.5,0.0,,0.0,Consumer credit,-2687
18219,387209,Closed,-798,0,-673.0,-706.0,0,27675.0,0.0,0.0,0.0,Consumer credit,-700
18223,313486,Active,-595,0,500.0,,0,675000.0,428980.5,0.0,0.0,Consumer credit,-20
18234,427181,Closed,-1029,0,-937.0,-934.0,0,87556.5,0.0,0.0,0.0,Consumer credit,-933
18235,427181,Closed,-288,0,-106.0,-103.0,0,276156.0,0.0,0.0,0.0,Consumer credit,-103
18241,310417,Closed,-1908,0,-1544.0,-946.0,0,258750.0,,,0.0,Consumer credit,-943
18242,310417,Closed,-401,0,-217.0,-218.0,0,157491.0,0.0,,0.0,Consumer credit,-218
18246,310417,Closed,-213,0,-32.0,-54.0,0,76860.0,0.0,0.0,0.0,Consumer credit,-54
18247,310417,Active,-131,0,234.0,,0,135000.0,105466.5,0.0,0.0,Consumer credit,-29
18248,433933,Closed,-1278,0,-911.0,-315.0,0,471150.0,0.0,0.0,0.0,Consumer credit,-310
18249,186738,Closed,-912,0,-848.0,-838.0,0,149854.5,0.0,0.0,0.0,Consumer credit,-709
18251,371005,Closed,-2919,0,-2585.0,-2614.0,0,56659.5,0.0,0.0,0.0,Consumer credit,-2614
18253,371005,Active,-483,0,613.0,,0,292500.0,,,0.0,Consumer credit,-24
18256,421793,Closed,-1102,0,-1009.0,-930.0,0,22050.0,0.0,0.0,0.0,Consumer credit,-929
18258,421793,Active,-435,0,927.0,,0,540000.0,538353.0,0.0,0.0,Credit card,-33
18259,421793,Active,-480,0,1346.0,,0,2316600.0,1977511.5,0.0,0.0,Consumer credit,-33
18261,421793,Active,-551,0,,,0,103500.0,,,0.0,Credit card,-59
18266,421793,Active,-774,0,,,0,0.0,0.0,0.0,0.0,Credit card,-37
18268,421793,Closed,-285,0,-103.0,-103.0,0,100350.0,0.0,0.0,0.0,Consumer credit,-103
18271,240613,Active,-315,0,50.0,,0,102969.0,19282.5,0.0,0.0,Consumer credit,-8
18272,179770,Closed,-2903,0,-2843.0,-2843.0,0,15475.5,,,0.0,Credit card,-2843
18274,332608,Closed,-1309,0,-1097.0,-1113.0,0,72157.5,0.0,,0.0,Credit card,-1111
18275,332608,Closed,-1862,0,-1313.0,-1313.0,0,148635.0,0.0,,0.0,Consumer credit,-1311
18279,288419,Active,-312,0,27508.0,,0,202500.0,132166.71,70333.29,0.0,Credit card,-18
18281,317062,Closed,-2842,0,-2661.0,-2661.0,0,13500.0,0.0,0.0,0.0,Consumer credit,-2659
18282,179523,Active,-415,0,12.0,,0,101531.16,78882.075,0.0,0.0,Consumer credit,-187
18286,125533,Closed,-2240,0,-1844.0,-1873.0,0,26102.7,0.0,0.0,0.0,Consumer credit,-1873
18294,250898,Closed,-1267,0,-536.0,-536.0,0,135000.0,0.0,0.0,0.0,Consumer credit,-527
18295,296937,Active,-258,0,3394.0,,0,225000.0,0.0,,0.0,Credit card,-258
18300,133787,Closed,-1337,0,-1033.0,-1062.0,0,82751.22,0.0,0.0,0.0,Consumer credit,-1062
18302,133787,Active,-1022,0,-383.0,,0,197640.0,13320.0,0.0,0.0,Consumer credit,-626
18305,278927,Closed,-1440,0,-1072.0,-1044.0,0,77679.0,0.0,0.0,0.0,Consumer credit,-727
18306,278927,Active,-650,0,599.0,,0,225000.0,102519.0,0.0,0.0,Credit card,-54
18307,278927,Closed,-2819,0,-2490.0,-2296.0,0,51637.5,,,0.0,Consumer credit,-2296
18309,278927,Closed,-2521,0,-2338.0,-2338.0,0,35730.0,0.0,0.0,0.0,Consumer credit,-2336
18310,278927,Closed,-2113,0,-1901.0,-683.0,0,130441.5,0.0,0.0,0.0,Consumer credit,-683
18311,278927,Active,-787,0,10116.0,,0,801000.0,,,0.0,Credit card,-55
18313,157007,Closed,-1938,0,-1751.0,-1744.0,0,34650.0,0.0,0.0,0.0,Consumer credit,-743
18315,157007,Active,-138,0,227.0,,0,171000.0,0.0,,0.0,Consumer credit,-8
18316,157007,Active,-41,0,324.0,,0,180000.0,178155.0,,0.0,Credit card,-8
18317,157007,Closed,-1473,0,-1167.0,-1167.0,0,55341.0,0.0,0.0,0.0,Consumer credit,-1167
18319,157007,Closed,-421,0,-126.0,-117.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-117
18324,123484,Active,-127,0,1360.0,,0,90000.0,89712.0,0.0,0.0,Credit card,-1
18325,123484,Active,-1292,0,169.0,,0,765000.0,154372.5,0.0,0.0,Consumer credit,-29
18327,123484,Closed,-2407,0,-2101.0,-2100.0,0,116298.0,,,0.0,Consumer credit,-2100
18329,123484,Active,-497,0,,,0,13500.0,265.5,13234.5,0.0,Credit card,-23
18333,107999,Closed,-961,0,-839.0,-839.0,0,20011.5,0.0,0.0,0.0,Consumer credit,-701
18334,107999,Closed,-960,0,-840.0,-840.0,0,20011.5,0.0,,0.0,Consumer credit,-828
18336,107999,Closed,-542,0,-358.0,-358.0,0,37805.94,0.0,0.0,0.0,Consumer credit,-352
18337,340436,Active,-659,0,454.0,,0,99000.0,107379.0,0.0,0.0,Credit card,-6
18338,340436,Active,-701,0,27508.0,,2,270000.0,232110.36,0.0,0.0,Credit card,-18
18339,340436,Closed,-700,0,-608.0,-608.0,0,72679.725,0.0,0.0,0.0,Consumer credit,-604
18340,340436,Active,-608,0,,,0,362250.0,359374.5,2873.43,0.0,Credit card,-23
18341,340436,Active,-427,0,122.0,,0,215100.0,64444.5,0.0,0.0,Consumer credit,-23
18343,251107,Closed,-1882,0,-1700.0,-939.0,0,156402.0,,,0.0,Consumer credit,-936
18345,256683,Closed,-2881,0,-2539.0,-2536.0,0,675000.0,0.0,0.0,0.0,Consumer credit,-802
18347,256683,Closed,-1651,0,175.0,-973.0,0,1296000.0,0.0,0.0,0.0,Consumer credit,-381
18350,256683,Closed,-2213,0,-1909.0,-1909.0,0,65871.0,,,0.0,Consumer credit,-1909
18351,256683,Active,-634,0,923.0,,0,3600000.0,2210337.0,0.0,0.0,Consumer credit,-16
18352,256683,Active,-262,0,,,0,427500.0,273496.5,154003.095,0.0,Credit card,-16
18360,442334,Active,-2819,0,-71.0,,0,135000.0,-47.475,162047.475,0.0,Credit card,-628
18366,352063,Closed,-2280,0,-1946.0,-2005.0,0,183504.6,0.0,0.0,0.0,Consumer credit,-2005
18367,352063,Closed,-1717,0,-1382.0,-1472.0,0,61411.05,0.0,0.0,0.0,Consumer credit,-1472
18369,352063,Active,-756,0,844.0,,0,0.0,0.0,0.0,0.0,Credit card,-635
18371,352063,Closed,-1245,0,-942.0,-942.0,0,102105.0,0.0,0.0,0.0,Consumer credit,-939
18374,352063,Closed,-1246,0,-942.0,-883.0,0,102105.0,,,0.0,Consumer credit,-880
18377,352063,Active,-970,0,125.0,,0,675000.0,,,0.0,Consumer credit,-5
18382,373987,Closed,-2426,0,-1880.0,-2023.0,0,270000.0,0.0,0.0,0.0,Consumer credit,-1304
18385,373987,Closed,-1286,0,-554.0,-700.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-327
18389,373987,Active,-104,0,10856.0,,0,57600.0,,,0.0,Credit card,-104
18393,368939,Closed,-454,0,-271.0,-271.0,0,48850.875,0.0,0.0,0.0,Consumer credit,-268
18394,300452,Closed,-2347,0,-2133.0,-2192.0,0,45434.52,0.0,0.0,0.0,Consumer credit,-2192
18399,300452,Active,-296,0,69.0,,0,80650.26,21334.5,0.0,0.0,Consumer credit,-16
18408,439622,Closed,-2351,0,-1256.0,-1306.0,0,405000.0,,,0.0,Consumer credit,-1289
18420,397725,Closed,-710,0,-164.0,-528.0,0,128560.5,0.0,0.0,0.0,Consumer credit,-466
18430,114873,Closed,-881,0,,-389.0,0,0.0,0.0,0.0,0.0,Credit card,-342
18434,320490,Active,-348,0,748.0,,0,450000.0,391360.5,0.0,0.0,Consumer credit,-37
18436,235801,Active,-872,0,569.0,,0,135000.0,129078.0,0.0,0.0,Credit card,-29
18439,235801,Closed,-1470,0,-1105.0,-1105.0,0,69133.5,0.0,0.0,0.0,Consumer credit,-1105
18441,235801,Active,-256,0,111.0,,0,66960.0,25888.5,0.0,0.0,Consumer credit,-12
18443,160579,Closed,-2380,0,-2166.0,-2194.0,0,68531.76,0.0,0.0,0.0,Consumer credit,-2194
18449,160579,Closed,-1923,0,-1373.0,-1373.0,0,113139.0,0.0,0.0,0.0,Consumer credit,-737
18452,160579,Active,-432,0,1395.0,,0,2254500.0,1922986.89,0.0,0.0,Consumer credit,-28
18455,383526,Active,-730,0,,,0,218250.0,0.0,218250.0,0.0,Credit card,-100
18457,289364,Closed,-2749,0,-1623.0,-616.0,0,180000.0,0.0,0.0,0.0,Credit card,-616
18458,289364,Closed,-994,0,-842.0,-870.0,0,22644.0,0.0,0.0,0.0,Consumer credit,-870
18459,289364,Closed,-2489,0,-2185.0,-2167.0,0,93474.0,,,0.0,Consumer credit,-2167
18463,156897,Closed,-2910,0,-2364.0,-2467.0,0,45000.0,0.0,0.0,0.0,Consumer credit,-1213
18464,156897,Closed,-2427,0,-1880.0,-1929.0,0,67500.0,0.0,0.0,0.0,Consumer credit,-1213
18468,156897,Closed,-1162,0,-847.0,-847.0,0,132340.5,,,0.0,Consumer credit,-846
18469,156897,Active,-223,0,1247.0,,0,910584.0,853856.73,0.0,0.0,Consumer credit,-6
18474,191350,Active,-151,0,1675.0,,0,2899197.0,4137808.5,,0.0,Car loan,-16
18475,414866,Active,-618,0,-283.0,,0,71235.45,0.0,0.0,0.0,Consumer credit,-595
18477,417954,Active,-397,0,691.0,,0,180000.0,94914.0,0.0,0.0,Credit card,-84
18479,417954,Active,-878,0,948.0,,0,379350.0,,,0.0,Consumer credit,-26
18481,183780,Closed,-2201,0,-2017.0,-1988.0,0,43096.5,0.0,0.0,0.0,Consumer credit,-743
18482,183780,Closed,-1026,0,-844.0,-879.0,0,67495.5,0.0,0.0,0.0,Consumer credit,-879
18484,183780,Active,-76,0,1750.0,,0,1156500.0,1146856.5,0.0,0.0,Consumer credit,-39
18491,183780,Closed,-2012,0,-1765.0,-1765.0,0,218610.0,0.0,0.0,0.0,Consumer credit,-1478
18492,183780,Closed,-1507,0,-1323.0,-1323.0,0,120060.0,0.0,0.0,0.0,Consumer credit,-1320
18494,409993,Active,-437,0,-42.0,,0,198266.4,0.0,0.0,0.0,Consumer credit,-433
18498,378422,Closed,-752,0,-387.0,-387.0,0,90000.0,0.0,0.0,0.0,Consumer credit,-32
18499,378422,Active,-498,0,232.0,,0,284400.0,111379.5,0.0,0.0,Consumer credit,-37
18500,378422,Active,-531,0,783.0,,0,225000.0,196101.0,0.0,0.0,Credit card,-32
18501,264689,Closed,-2596,0,-2383.0,-2408.0,0,31905.0,0.0,0.0,0.0,Consumer credit,-2211
18507,320204,Active,-683,0,417.0,,0,225000.0,212107.5,0.0,0.0,Credit card,-84
18512,156502,Closed,-742,0,-378.0,-350.0,0,188086.5,,,0.0,Consumer credit,-343
18517,376592,Closed,-273,0,-91.0,-91.0,0,73350.0,0.0,,0.0,Consumer credit,-79
18518,376592,Closed,-2581,0,-2337.0,-1961.0,0,40837.5,,,0.0,Consumer credit,-1959
18522,421938,Active,-1091,0,-725.0,,0,0.0,0.0,0.0,0.0,Credit card,-156
18524,422628,Closed,-702,0,-337.0,-337.0,0,89050.5,0.0,0.0,0.0,Consumer credit,-331
18527,408776,Active,-1084,0,,,0,94500.0,0.0,,0.0,Credit card,-800
18528,408776,Closed,-621,0,-439.0,-438.0,0,118158.3,0.0,0.0,0.0,Consumer credit,-436
18530,408776,Closed,-290,0,-260.0,-260.0,0,281881.08,0.0,0.0,0.0,Consumer credit,-254
18533,408776,Active,-99,0,266.0,,0,326610.0,286929.0,0.0,0.0,Consumer credit,-30
18534,182988,Closed,-1129,0,-883.0,-883.0,0,64080.0,0.0,0.0,0.0,Consumer credit,-704
18541,395539,Closed,-1124,0,-942.0,-883.0,0,183415.5,,,0.0,Consumer credit,-880
18546,389294,Closed,-253,0,-132.0,-132.0,0,17959.5,0.0,0.0,0.0,Consumer credit,-131
18547,389294,Active,-163,0,21.0,,0,36580.5,13347.0,0.0,0.0,Consumer credit,-39
18548,389294,Closed,-1329,0,-984.0,-984.0,0,50445.0,,,0.0,Consumer credit,-984
18549,111461,Closed,-1516,0,-1393.0,-1393.0,0,18549.0,0.0,0.0,0.0,Consumer credit,-1393
18550,315373,Closed,-775,0,320.0,-61.0,0,360000.0,0.0,0.0,0.0,Consumer credit,-11
18551,315373,Closed,-2905,0,-1079.0,-1613.0,0,315000.0,0.0,0.0,0.0,Consumer credit,-540
18564,250601,Closed,-1086,0,-904.0,-923.0,0,147060.0,0.0,0.0,0.0,Consumer credit,-750
18565,250601,Active,-875,0,,,0,0.0,0.0,0.0,0.0,Credit card,-23
18575,289393,Closed,-1878,0,-1663.0,-1723.0,0,32932.17,0.0,0.0,0.0,Consumer credit,-1723
18577,289393,Active,-1098,0,722.0,,0,135000.0,246338.46,181161.54,0.0,Credit card,-518
18579,289393,Active,-859,0,964.0,,0,0.0,-3376.935,3376.935,0.0,Credit card,-646
18580,289393,Active,-842,0,284.0,,0,1267554.6,52470.0,0.0,0.0,Consumer credit,-628
18581,289393,Active,-673,0,1148.0,,0,225000.0,58896.81,166103.19,0.0,Credit card,-623
18589,391995,Active,-424,0,1402.0,,0,1488033.0,1874047.5,,0.0,Car loan,-2
18591,419910,Closed,-2884,0,-1058.0,-2632.0,0,945000.0,0.0,0.0,0.0,Consumer credit,-662
18595,419910,Closed,-993,0,-688.0,-925.0,0,52596.0,,,0.0,Consumer credit,-925
18596,419910,Active,-1358,0,,,0,94500.0,0.0,,0.0,Credit card,-800
18600,419910,Active,-640,0,,,0,79180.695,0.0,79180.695,0.0,Credit card,-100
18601,345342,Closed,-2469,0,-642.0,-1747.0,0,90000.0,0.0,0.0,0.0,Consumer credit,-1325
18603,338106,Closed,-1477,0,-959.0,-988.0,0,121053.24,0.0,0.0,0.0,Consumer credit,-988
18604,338106,Closed,-851,0,-124.0,-133.0,0,139860.0,0.0,0.0,0.0,Consumer credit,-111
18606,365792,Active,-593,0,509.0,,0,112500.0,0.0,0.0,0.0,Credit card,-159
18608,364278,Closed,-1454,0,-316.0,-316.0,0,252378.0,0.0,0.0,0.0,Consumer credit,-307
18611,252040,Active,-530,0,813.0,,0,157500.0,0.0,0.0,0.0,Credit card,-54
18616,260235,Closed,-2233,0,-101.0,-1107.0,0,90000.0,-70.155,202570.155,0.0,Credit card,-1107
18620,260235,Closed,-1243,0,-512.0,-546.0,0,180000.0,0.0,,0.0,Consumer credit,-546
18621,278582,Closed,-2851,0,-2517.0,-2544.0,0,215865.0,0.0,0.0,0.0,Consumer credit,-2516
18625,278582,Active,-1602,0,599.0,,0,90000.0,79195.5,0.0,0.0,Credit card,-60
18626,278582,Closed,-1086,0,-782.0,-782.0,0,87282.0,0.0,,0.0,Consumer credit,-779
18627,371218,Closed,-500,0,-194.0,-166.0,0,173880.0,0.0,0.0,0.0,Consumer credit,-165
18628,212606,Closed,-973,0,-802.0,-802.0,0,14881.5,0.0,0.0,0.0,Consumer credit,-795
18636,265525,Closed,-2888,0,-2676.0,-2704.0,0,69992.64,0.0,0.0,0.0,Consumer credit,-2704
18637,265525,Active,-2791,0,-1682.0,-1291.0,0,225000.0,0.0,0.0,0.0,Credit card,-1180
18644,429915,Closed,-879,0,-573.0,-573.0,0,460935.0,0.0,0.0,0.0,Consumer credit,-553
18646,429915,Active,-581,0,514.0,,0,1256400.0,742032.0,0.0,0.0,Consumer credit,-30
18653,137818,Closed,-2914,0,-2759.0,-2759.0,0,26325.0,0.0,0.0,0.0,Consumer credit,-2757
18654,137818,Closed,-1473,0,-1289.0,-1289.0,0,27450.0,0.0,0.0,0.0,Consumer credit,-1289
18656,179040,Active,-204,0,162.0,,0,75672.63,38988.945,0.0,0.0,Consumer credit,-25
18663,430095,Closed,-1901,0,-75.0,-1062.0,0,472500.0,0.0,0.0,0.0,Consumer credit,-29
18665,430095,Closed,-414,0,-155.0,-155.0,0,1672857.0,0.0,,0.0,Car loan,-132
18666,430095,Active,-55,0,1770.0,,0,1035000.0,,,0.0,Consumer credit,-8
18672,356538,Closed,-1334,0,9624.0,-694.0,0,0.0,,,0.0,Credit card,-694
18673,356538,Active,-998,0,829.0,,0,2250000.0,,,0.0,Consumer credit,-70
18675,356538,Active,-543,0,10415.0,,0,90000.0,,,0.0,Credit card,-71
18676,287426,Closed,-2615,0,-2493.0,-2520.0,0,40596.39,0.0,0.0,0.0,Consumer credit,-2492
18679,138257,Closed,-422,0,-150.0,-121.0,0,134118.0,,,0.0,Consumer credit,-115
18681,198724,Closed,-1851,0,-1486.0,-1395.0,0,39285.0,0.0,0.0,0.0,Consumer credit,-1395
18684,198724,Closed,-704,0,46.0,-168.0,0,188100.0,0.0,0.0,0.0,Consumer credit,-168
18685,198724,Active,-183,0,373.0,,0,180000.0,158871.33,0.0,0.0,Consumer credit,-22
18688,346197,Closed,-1037,0,790.0,-133.0,0,112500.0,0.0,0.0,0.0,Consumer credit,-70
18690,346197,Active,-371,0,,,0,90000.0,,,0.0,Credit card,-212
18691,346197,Active,-371,0,359.0,,0,838440.0,,,0.0,Consumer credit,-34
18692,346197,Closed,-770,0,-557.0,-557.0,0,62010.0,0.0,0.0,0.0,Consumer credit,-551
18696,126507,Closed,-781,0,-511.0,-511.0,0,76167.0,0.0,0.0,0.0,Consumer credit,-506
18698,126507,Closed,-2386,0,-2080.0,-2085.0,0,24210.0,0.0,0.0,0.0,Consumer credit,-1508
18702,144022,Active,-263,0,,,0,90000.0,,,0.0,Credit card,-6
18706,243524,Closed,-1024,0,-539.0,-513.0,0,74700.0,,,0.0,Consumer credit,-507
18708,166142,Closed,-659,0,-478.0,-450.0,0,41179.5,,,0.0,Consumer credit,-444
18713,343874,Closed,-2843,0,-2537.0,-2537.0,0,90396.0,0.0,0.0,0.0,Consumer credit,-840
18714,343874,Closed,-2473,0,-2101.0,-2223.0,0,94500.0,0.0,0.0,0.0,Consumer credit,-2121
18716,343874,Closed,-1136,0,-895.0,-895.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-893
18718,343874,Closed,-2453,0,-259.0,-1129.0,0,90000.0,0.0,,0.0,Credit card,-1123
18720,343874,Closed,-1137,0,-895.0,-837.0,0,225000.0,,,0.0,Consumer credit,-834
18723,343874,Closed,-597,0,-527.0,-527.0,0,832500.0,0.0,0.0,0.0,Consumer credit,-523
18725,343874,Active,-345,0,,,0,877500.0,718843.5,158656.275,0.0,Credit card,-12
18727,261183,Active,-126,0,605.0,,0,135742.5,120001.5,0.0,0.0,Consumer credit,-33
18731,329386,Closed,-2534,0,-707.0,-1039.0,0,765000.0,0.0,0.0,0.0,Consumer credit,-892
18732,329386,Active,-1050,0,777.0,,0,785250.0,421375.5,0.0,0.0,Consumer credit,-12
18736,332683,Active,-733,0,,,0,270000.0,0.0,270000.0,0.0,Credit card,-12
18739,116079,Active,-1072,0,14.0,,0,225000.0,145768.5,0.0,0.0,Credit card,-7
18740,116079,Closed,-2771,0,-2465.0,-2678.0,0,49648.5,0.0,0.0,0.0,Consumer credit,-2676
18741,116079,Closed,-1509,0,-1198.0,-1198.0,0,72540.0,,,0.0,Consumer credit,-1192
18742,116079,Closed,-583,0,-218.0,-491.0,0,71820.0,0.0,0.0,0.0,Consumer credit,-487
18746,137436,Closed,-565,0,-487.0,-487.0,0,91890.0,0.0,0.0,0.0,Consumer credit,-481
18749,310572,Active,-912,0,,,0,90000.0,87903.0,2097.0,0.0,Credit card,-10
18753,354681,Active,-2580,0,-2306.0,,0,40036.5,0.0,0.0,0.0,Consumer credit,-94
18756,281188,Closed,-2428,0,-2215.0,-2305.0,0,68715.0,0.0,0.0,0.0,Consumer credit,-2305
